id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22026857	1	0	여보, 친구들과 설거지 담당을 결정할 가위바위보를 했는데 거짓말처럼 내가 졌어. 한 번 했는데도 진이 다 빠지는데 3일 내내 이래야 한다고 생각하니까 화가 나.	N	2022-10-11 16:09:25	2022-10-11 16:09:25
BE22026857	2	1	운이 안 좋았네. 인원이 많아서 한 번 하는 것도 보통 일이 아닐 텐데, 당신이 고생이 많겠구나.	N	2022-10-11 16:09:25	2022-11-08 15:14:39
BE22026857	3	0	가위바위보 한 번으로 3일 담당이 정해지다니 말도 안 돼. 나는 이번 한 끼만 그런 줄 알았더니 친구들이 이때다 싶어 몰잖아. 이런 일로 큰소리 내고 싶지는 않아 알겠다고 했는데 생각할수록 열이 받네.	N	2022-10-11 16:09:25	2022-11-08 15:14:39
BE22026857	4	1	장난기 많은 친구들이 때를 놓치지 않았구나. 억울해도 어쩌겠어, 3일만 버티면 되니까 조금만 더 힘을 내. 그래도 멀리까지 갔는데 나는 당신이 즐겁게만 있다 왔음 좋겠어.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	5	0	집에는 식기세척기가 있으니까 이렇게 설거지를 하는 것도 오랜만인 거잖아. 안 하던 일을 하려니까 더 스트레스인 것 같아. 가뜩이나 남자들끼리 있으니까 계속 기름기 있는 음식들만 먹거든.	N	2022-10-11 16:09:25	2022-10-11 16:09:25
BE22026857	6	1	기름기 제거가 쉽지 않지. 당신 말처럼 오래 안 하던 일을 하려고 해서 일이 더 고단하게 느껴질 것 같아. 그래도 하다 보면 속도도 나고 수월해질 테니 너무 괴로워하지 말아.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	7	0	친구들은 깔끔하게 먹는 것도 아니야. 음식물 처리에 기름기 제거에 설거지만 하는데도 일이 한둘이 아니라 짜증이 나. 설거지만 하다가 여행이 끝나게 생겼어.	N	2022-10-11 16:09:25	2022-10-11 16:09:25
BE22026857	8	1	다행히 3일만 버티면 끝나는 일이잖아. 벌칙처럼 느껴져도 예능 프로라 생각해보면 나중엔 다 웃음이 나는 추억이 될 거야. 이렇게 생각하면 당신 마음이 좀 누그러지지 않을까 싶어.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	9	0	그래, 당신 말처럼 이건 지독한 벌칙처럼 느껴져. 왜 하필 내가 져서 이 일을 다 도맡고 있는지 분해. 쿨하게 하고 싶은데 설거지를 해야 될 때마다 화가 나.	N	2022-10-11 16:09:25	2022-10-11 16:09:25
BE22026857	10	1	당신이 아니었더라도 누구 한 명이 해야 했을 일이잖아. 벌칙이 아니라 친구들을 위한 희생이라고 생각하고 조금만 더 힘을 내. 친구들도 말은 안 해도 당신에게 다들 고마워하고 있을 거야.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	11	0	당신 말처럼 내가 친구들을 위해 솔선수범한다고 생각하니까 마음이 한결 낫다. 하도 오랜만에 많은 양의 설거지를 해서, 또 친구들이 편히 쉬니까 순간 열이 났나 봐.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	12	1	나라고 생각해 봐도 약이 올랐을 것 같아. 그래도 당신이 간만에 친구들과 예전 어렸을 때로 돌아간 것 같아 마음이 좋다. 어렵게 맞춘 시간인데 즐거운 추억만 가득 쌓고 돌아왔음 좋겠어.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	13	0	맞아, 이러고 있는 게 꼭 예전 장난치던 학생 시절 같네. 당신이랑 대화하니까 분도 풀리고 마음도 가라앉았어. 이런 일이 생기면 꼭 멀리서도 당신만 찾게 되네.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	14	1	화가 누그러졌다면 다행이야. 나도 한창 놀고 있을 줄 알았는데 연락받고 깜짝 놀랐네. 남은 시간은 웃기만 하다가 잘 돌아 와.	N	2022-10-11 16:09:25	2022-11-08 15:14:40
BE22026857	15	0	괜히 일하는 당신한테 하소연한 것 같아 미안하기도 하다. 달래줘서 고마워 여보. 그럼 재밌게 놀다가 다시 연락할게!	Y	2022-10-11 16:09:25	2022-10-11 16:09:25
