id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22023933	1	0	선배님, 저 과거에는 반려동물을 사람처럼 대하면서 키우는 사람들을 이해하지 못했습니다. 그런데 제가 키워보니까 그 마음이 어떤 마음인지 알겠더라고요. 너무 소중합니다.	N	2022-10-04 14:52:27	2022-11-08 14:57:19
BE22023933	2	1	그 느낌 나도 잘 알아. 엄청 행복하지? 바라만 보고 있어도 너무 이쁘고 귀엽잖아.	N	2022-10-04 14:52:27	2022-11-08 14:57:19
BE22023933	3	0	네. 진짜 너무 사랑스러워서 눈을 뗄 수가 없어요. 저는 제가 절대 그렇지 않을 것이라고 생각했는데, 이렇게 변할 줄은 꿈에도 몰랐습니다.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	4	1	나도 동물을 엄청 좋아하지만, 너도 완전히 빠진 것 같아서 기분이 좋네. 그 친구들 보고 있으면 정말 행복하지. 말은 못하지만 누구보다 내 마음을 잘 이해해주는 느낌도 들고.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	5	0	맞아요. 어제는 기분이 안좋은 일이 있었는데, 저를 물끄러미 보면서 위로를 해주더라고요. 내 마음을 이해하나 싶었어요.	N	2022-10-04 14:52:27	2022-11-08 14:57:19
BE22023933	6	1	맞아. 그럴 때 너무 사랑스럽지? 나도 매번 우리 애한테 감동하고 선물을 받는 것 같아. 늦게 퇴근해서 갈 때, 유일하게 반겨주는데, 그 행복을 잊을 수 없어.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	7	0	맞습니다. 자식이랑 똑같은 것 같아요. 되도록 좋은거 먹이려고 하고, 좋은 옷 있나 찾아보고 있습니다. 방금은 강아지유치원도 찾아보고 있었어요.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	8	1	그렇치? 자식이랑 똑같다니까. 정말 업무 내내 생각이 나지? 너 완전 사랑에 빠졌구나.	N	2022-10-04 14:52:27	2022-11-08 14:57:20
BE22023933	9	0	네. 솔직히 회사에 출근하기 싫은데, 사료값 벌어야지하고 생각하면 힘이 납니다. 진짜 가장이 된 느낌이에요. 어깨가 무겁네요. 그래도 싫지 않은 기분입니다.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	10	1	네가 가장이 된 느낌이라고 말하면서 책임감 있는 모습 보니까, 더 멋지게 변한 것 같다. 이제 진짜 동물애호가가 되었어. 전보다 더 행복해보이는 것 같아.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	11	0	저도 제가 이렇게까지 변할 줄 몰랐습니다. 선배님께서 매번 동물을 아끼시는 모습을 볼 때, 솔직하게 조금 과하지 않나라고 생각했었거든요.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	12	1	충분히 그렇게 볼 수 있을 것 같아. 지금보니까 나보다 너가 더 애정이 큰 것 같다. 동물을 아끼는 사람으로서 내 편이 한 명 늘어서 진짜 든든하구나.	N	2022-10-04 14:52:27	2022-11-08 14:57:20
BE22023933	13	0	이렇게 선배님이 같은 마음으로 이해해주시니까 너무 기분이 좋네요.	N	2022-10-04 14:52:27	2022-10-04 14:52:27
BE22023933	14	1	나도 기분이 좋아. 언제 한번 같이 산책할 수 있으면 정말 좋을 것 같아. 그 사랑스러운 아이를 한번 보여주렴.	N	2022-10-04 14:52:27	2022-11-08 14:57:20
BE22023933	15	0	네. 정말 재밌는 산책이 될 것 같아요.	Y	2022-10-04 14:52:27	2022-10-04 14:52:27
