id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22016206	1	0	지금 약속 장소에 도착해서 기다리고 있는데 너무 긴장되고 불안해. 소개팅은 오랜만이기도 하고 내가 긴장하면 항상 말실수하더라고. 오늘도 실수할까 봐 너무 불안하네.	N	2022-08-29 16:42:02	2022-11-08 14:07:49
BE22016206	2	1	간만의 소개팅이라니, 나까지 떨리는걸? 너답지 않게 긴장하는 모습이 어색하기도 하네.	N	2022-08-29 16:42:02	2022-11-08 14:07:49
BE22016206	3	0	원래 이 정도로 긴장하는 성격은 아니거든. 근데 이번에 소개팅하기로 한 분을 사진으로 먼저 봤는데 엄청 마음에 드는 거야. 그래서 잘 되고 싶은 마음에 평소보다 긴장되고 불안한 것 같아.	N	2022-08-29 16:42:02	2022-11-08 14:07:49
BE22016206	4	1	얼마나 마음에 들었으면 그렇게 긴장했겠어! 긴장되는 네 마음은 충분히 이해해. 그래도 너무 잘하려고 하지 말고 그냥 있는 그대로 편안하게 해보는 건 어떨까?	N	2022-08-29 16:42:02	2022-11-08 14:07:49
BE22016206	5	0	나도 약속 장소 오면서 계속 그렇게 다짐했지. 떨지 말고 평소대로만 하자고 마음을 다잡았다고 생각했는데 막상 여기 도착해서 기다리는데 왜 이렇게 불안한지.	N	2022-08-29 16:42:02	2022-08-29 16:42:02
BE22016206	6	1	원래 잘하려고 하다 보면 항상 긴장하게 되잖아. 긴장하면 누구나 실수하게 되는 거 아니겠어? 그러니까 너무 불안해하지 마.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	7	0	예전에도 처음 만나는 자리에서 말실수하는 바람에 상대가 그냥 집에 가버렸거든. 이번에도 또 그럴까 봐 걱정도 되고 불안해. 소개팅이 잘 안되더라도 상대방에게 상처를 주기는 싫어서 모든 말을 조심해야 할 것 같아.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	8	1	오히려 그렇게 신경 쓰는 마음 때문에 더 긴장하게 되는 건지도 몰라.	N	2022-08-29 16:42:02	2022-08-29 16:42:02
BE22016206	9	0	마음이 쉽게 진정이 안 되네. 그냥 취소하고 집에 갈까? 손에 땀도 나는 것 같고 머리도 하얘지는 것 같다.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	10	1	지금 취소하는 게 더 예의가 없는 거 아니겠어? 쉽지 않겠지만 마음을 차분히 하고 무슨 대화를 할지 생각해보는 건 어때? 첫 만남이라서 대화가 어려울 것 같으면 영화를 보거나 공연 같은 걸 보러 가봐.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	11	0	이게 뭐라고 이렇게 긴장하는지 나 자신이 낯설 지경이야.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	12	1	네가 얼마나 잘하고 싶으면 그러겠어. 이 마음이 소개팅 상대방한테도 충분히 전해질 거라고 믿어. 그리고 막상 만나면 자연스럽게 긴장도 풀리고 공감할 수 있는 대화도 할 수 있을 거야.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	13	0	그렇겠지? 지금 괜히 내가 걱정을 사서 하는 거면 좋겠어.	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	14	1	대화를 나누다 보면 곧 네가 멋진 사람인 걸 알게 될 거야. 그럼 분명 너를 많이 좋아하게 될걸? 넌 정말 멋진 사람이니까 감정화자님, 힘내!	N	2022-08-29 16:42:02	2022-11-08 14:07:50
BE22016206	15	0	응원해줘서 고마워. 네 덕분에 긴장이 많이 풀렸어.	Y	2022-08-29 16:42:02	2022-11-08 14:07:50
