id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22030653	1	0	금연 도전한 지 벌써 두 달이 됐네. 점심 먹고 왔는데, 이것 참 쉬운 일이 아니다.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	2	1	아이들이 싫어한다고 담배 끊는다고 말한 지 벌써 두 달이나 됐네. 당신 정말 고생 많았어.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	3	0	하지만 완전히 금연을 잘 지킨다기보다 금연 껌에 의존하게 되는 것 같아. 금연 껌을 찾을 때마다 담배 욕구 하나 못 참는 내가 당황스럽게 느껴져.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	4	1	그래도 참으려고 한 지 벌써 두 달이나 된 거 정말 대단한 거야. 그거로도 당신은 이미 노력하고 있는 거니 너무 당황하지 말고 기운을 내.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	5	0	다른 사람들은 한 번에 독하게 완전히 끊어내던데, 나는 담배는 안펴도 이제 금연 껌에 중독된 것 같아. 이런 거 하나 제대로 못 하는 내 자신이 부끄럽고 그렇네. 애들한테도 끊는다고 큰소리쳤는데 면목이 없고.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	6	1	무슨 마음인지 이해가 가. 다른 사람들은 강한 의지로 단번에 성공하는 것 같은데 나만 의지박약해 보이는 순간들이 있지.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	7	0	맞아. 가까운 친구 한 명도 이번에 금연을 성공했더라고. 금연 껌의 도움 없이 성공했다는 이야기를 들으니 어찌해야 할지 정말 모르겠더라고.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	8	1	다른 사람과 비교할 것 없이 당신이 지금까지 해낸 것만 봐. 두 달 금연이 결코 쉬운 일이 아니잖아. 그 어려운 걸 해냈으니 점점 줄여나갈 수 있을 거야.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	9	0	정말 그럴까? 매 끼니마다 담배 생각 나듯이 금연껌에 손이 가는 게 쉽게 고쳐질 것 같진 않아.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	10	1	원래 오랜 습관 고치기가 참 어렵잖아. 그럼에도 노력하는 스스로를 기특하게 여기다 보면 어느새 금연 껌에 의존하려는 마음도 사그라지지 않을까? 스스로의 힘을 믿어봐.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	11	0	사실 우리 팀 같이 밥 먹고 다들 담배 피러 가면 유혹에 흔들릴 때도 있었어. 그런데 응원해주는 가족이 있으니 정말 성공할 수 있을 것 같네. 자신감이 생겨!	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	12	1	벌써 두 달이나 성공했잖아. 이대로 꾸준히 하면 분명 성공하실 수 있을 거예요. 자신감을 가지고 자신을 더 믿어줬으면 좋겠어.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	13	0	내 뒤에 가족이 있는 걸 잊고 있었나 봐. 정말 큰 힘이 되는 것 같아.	N	2022-10-17 14:42:27	2022-11-08 15:37:42
BE22030653	14	1	당신 고생하는 것 보니까 오늘 밤은 고생 잊을 수 있게 맛있는 거 먹어야겠네. 퇴근하고 보자!	N	2022-10-17 14:42:27	2022-10-17 14:42:27
BE22030653	15	0	고마워. 집에 가면서 연락할게!	Y	2022-10-17 14:42:27	2022-10-17 14:42:27
