id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22015851	1	0	요즘 제일 인기 있다는 드라마 너도 보니? 안 보는 사람이 없다고 하는데 볼수록 너무 슬퍼서 눈물이 자꾸 나오더라.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	2	1	그럼 나도 봐, 그 드라마. 내가 볼 때는 결말에 다가갈수록 주인공 커플이 잘 돼 가는 모습이 해피엔딩 같아서 좋더라.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	3	0	너는 그렇게 생각하니? 나는 오히려 주연보다 조연을 더 응원하게 되더라. 이뤄질 수 없는 현실이라 더 감정이입이 되는 게 너무 슬프더라.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	4	1	그렇긴 하지. 실제로 주변에서 있을 만한 일이기도 해서 나도 가슴 아팠어. 사랑할 수 없는 사람을 사랑한다는 게 얼마큼 가슴이 찢어질지 상상이 안 돼. 네가 그런 부분에서 공감을 많이 하면서 눈물을 많이 흘렸다고 생각하니 나도 더 아리게 와닿는다.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	5	0	맞아. 작가가 각본을 만들 때 의도해서 그런 거란 걸 알아도 볼 때마다 슬퍼서 눈물이 나. 서사가 어쩜 이렇게 슬플 수 있을까 싶으면서 자꾸만 조연을 응원하게 돼.	N	2022-08-26 14:59:21	2022-08-26 14:59:21
BE22015851	6	1	안 되는 걸 아니까 오히려 응원하게 되는 게 아닐까 싶어. 내가 전에 짝사랑했을 때도 네가 공감해주던 게 생각나네. 그때 네가 어떤 인물에 대해 깊은 공감을 하는 사람인지를 알게 됐어.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	7	0	그것도 이 상황이랑 조금 다르긴 했지만 비슷했어. 네 말대로 그런가 봐, 공감하게 되니까 자꾸 눈물을 흘리네.	N	2022-08-26 14:59:21	2022-08-26 14:59:21
BE22015851	8	1	네 공감 능력이 뛰어나다는 건 일찍이 알았지만, 이 정도로 뛰어날 줄 몰랐어. 이루어질 수 없다는 상황에도 공감하며 조연의 사랑을 응원하는 모습이 한편으로 순수해서 정말 마음이 예쁘구나. 네 공감 덕분에 나 말고도 많은 친구들이 위로받았어.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	9	0	다행이네. 근데 난 조연이 주인공을 제치고 사랑에 빠지는 걸 응원하는 건지 모르겠어. 그저 등장인물 모두가 행복했으면 하는 마음이야.	N	2022-08-26 14:59:21	2022-08-26 14:59:21
BE22015851	10	1	얼마나 예쁜 마음인지, 그런 마음으로 드라마를 보며 슬퍼할 너를 생각하니 마음이 따끔거리네. 물론 드라마는 정해진 결말이 있으니 우리가 원하는 대로 진행되지 않을 거야. 하지만 그런 너의 예쁜 마음으로 인해 현실에서 조연인 우리가 위로받았다는 걸 기억해줬으면 해.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	11	0	그렇게 생각해줘서 고마워. 모든 게 내 마음대로 된다면 얼마나 좋겠어. 아쉬울 뿐이야.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	12	1	모든 사람이 행복할 순 없어도 모든 사람이 행복하길 바랄 순 있는 거잖아. 현실에서는 우리가 네 편에 서서 네 마음이 이뤄지기를 응원할 거야. 드라마든 현실이든 조금은 편한 마음으로 봐도 괜찮고, 울어도 괜찮다고 말해주고 싶어.	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	13	0	앞으로 조금은 그래야겠어. 빨리 다음 화가 나왔으면 좋겠어.	N	2022-08-26 14:59:21	2022-08-26 14:59:21
BE22015851	14	1	나도 공감해. 결말에 가까워질수록 내용 추측하기도 어려워지는 것 같아. 그래서 더 재밌는 거겠지?	N	2022-08-26 14:59:21	2022-11-08 14:05:39
BE22015851	15	0	그럼! 덕분에 조금 후련해졌어. 너한테 말하길 잘했다! 고마워.	Y	2022-08-26 14:59:21	2022-11-08 14:05:39
