id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22024206	1	0	남들한테 내 이혼은 결국 하나의 씹을 거리인 걸까? 누구 잘못으로 이혼했는지, 다들 왜 이렇게 궁금해하지? 매번 물어볼 때마다 내 상처를 들쑤시는 것 같아.	N	2022-10-05 09:30:28	2022-10-05 09:30:28
BE22024206	2	1	형, 가뜩이나 이혼 때문에 많이 힘들 텐데. 주위의 반응 때문에 상처를 받은 것 같네. 나한테 말해 봐.	N	2022-10-05 09:30:28	2022-11-08 14:58:55
BE22024206	3	0	이혼에 꼭 그럴듯한 이유가 있는 건 아니잖아. 그런데 왜 꼭 누군가의 탓이 되어야 하는 거야? 내가 이유를 말을 해도 다들 뒤에서 바람이든 뭐든 자극적인 걸 상상하니까, 더 상처가 돼.	N	2022-10-05 09:30:28	2022-10-05 09:30:28
BE22024206	4	1	당연히 마음이 상하지, 멀쩡한 게 이상하지. 자신들이 원하는 자극적인 이유가 아니라서 서슴없이 그런 말을 하다니, 정말 너무 들하네. 남의 상처를 그저 가벼운 가십거리로 생각하니까 형이 더 힘들었을 것 같아.	N	2022-10-05 09:30:28	2022-11-08 14:58:55
BE22024206	5	0	어. 아무래도 꾹꾹 누르고 있는데 자꾸 건들잖아. 아직 나도 이혼의 상처가 아물지도 않았는데. 다들 무례라는 걸 알면서도 참지 못하고 계속 묻지, 왜 이혼했어요? 하고 말이야.	N	2022-10-05 09:30:28	2022-10-05 09:30:28
BE22024206	6	1	난 형이 그 일로 잊으려고 하는 이혼의 상처가 덧날까 봐 많이 걱정돼. 남들이 뭐라고 하든 어떻게 생각하든 상관하지 말고, 형은 형 스스로만 신경 쓰면 좋겠어. 형은 결혼생활에서 최선을 다해 왔으니까 괜찮아.	N	2022-10-05 09:30:28	2022-11-08 14:58:55
BE22024206	7	0	근데 생각보다 괜찮지는 않아. 사랑이 끝났다는데 내가 더 뭘 어쩌겠어. 나랑은 여기까지라는 그 사람 말이 아직도 머리에 남아 있는데.	N	2022-10-05 09:30:28	2022-10-05 09:30:28
BE22024206	8	1	힘들어하는 형을 보면서 아무것도 할 수 없는 나 자신도 답답하다. 하지만 언제나 나는 형 곁에서 있을 거야. 알지? 분명 시간이 흐르면 자연스럽게 잊어질 거라고 생각해.	N	2022-10-05 09:30:28	2022-11-08 14:58:55
BE22024206	9	0	괜찮아지긴 할까? 그 사람이 날 밀어낼 때는 이혼을 하면 그래도 잊혀지겠지 싶었는데. 막상 이혼을 해도 사람들의 말에 또 상처 받는 내가 너무 싫다. 그렇게 자신들이 궁금증을 해소하려고 할 때마다 난 또 이혼 전으로 돌아가서 이별을 하는 기분이야.	N	2022-10-05 09:30:28	2022-11-08 14:58:55
BE22024206	10	1	어떤 느낌인지 상상만 해도 마음이 아파. 단순한 호기심에 불과하지만 그게 여럿이니 하루에도 몇 번이나 상처받겠구나. 내가 거기까지는 생각을 하지 못했어.	N	2022-10-05 09:30:28	2022-11-08 14:58:56
BE22024206	11	0	괜찮아. 무엇보다 힘든 건 그 사람은 끝인데, 나는 아직 그렇지 못하다는 거야. 그래서 끝이라는 말도 못 하는 거고. 도대체 이 상처가 언제쯤 아물까? 나 최악이지.	N	2022-10-05 09:30:28	2022-10-05 09:30:28
BE22024206	12	1	사랑은 그런 것 같아. 사랑도 동시에 시작되는 건 없듯이, 이별에도 시간이 더 필요한 사람이 있다고 말이야. 형이 더 사랑했던 걸 최악이라고 생각하지 말았으면 좋겠어.	N	2022-10-05 09:30:28	2022-11-08 14:58:56
BE22024206	13	0	맞아. 다들 날 한심하게 생각해도 내 마음은 진심이었어. 아마도 그래서 더 힘들었던 것 같아. 나 스스로도 부정하려고 했으니까.	N	2022-10-05 09:30:28	2022-11-08 14:58:56
BE22024206	14	1	천천히 잊어가도 돼. 형과 떠난 형수의 마음이 같지 않은데, 속도를 맞출 필요는 없어. 형은 형이고, 그 사람은 그 사람이야.	N	2022-10-05 09:30:28	2022-11-08 14:58:56
BE22024206	15	0	고맙다. 덕분에 내가 왜 이 일로 힘든지 깨달았어. 나조차도 왜 내가 이렇게 상처받는지 몰랐으니까. 이야기를 하다 보니 알게 됐네.	N	2022-10-05 09:30:28	2022-11-08 14:58:56
BE22024206	16	1	도움이 되었다면 다행이야. 난 형이 행복해졌으면 좋겠어. 행복에도 자격이 있다면 형은 충분하거든.	Y	2022-10-05 09:30:28	2022-11-08 14:58:56
