id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22009838	1	0	친구야 나 금연한 거 너도 알지? 근데 어떡하면 좋지?	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	2	1	그럼 올해 1월부터 다짐하고 딱 끊었잖아! 그런데 무슨 고민이 생긴 거야?	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	3	0	오늘 황당하게 카드값이 너무 많이 나온 거야. 진짜 어마어마하게. 나 큰일이야. 망한 것 같아.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	4	1	네가 생각한 것보다 많이 나왔나 보다. 많이 놀랐겠는데? 괜찮아?	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	5	0	금연하면서 금연 껌을 쭉 씹었거든. 그런데 이번 달 껌값으로 엄청나게 많은 금액이 청구됐어. 식비에 맞먹는 수준이야. 정말 당황스럽다.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	6	1	그 정도면 네가 당황할 만했겠다. 금연하려고 하다가 배보다 배꼽이 더 커진 상황이잖아. 나였어도 깜짝 놀랐을 것 같아.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	7	0	뭔가를 절제해보려 했는데 다른 곳에서 새고 있었어. 내가 생각해도 스스로가 어이가 없어.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	8	1	속상한 거 너무 이해된다. 껌값이 그렇게 많이 나올지 누가 짐작이라도 했겠어? 좋게 다짐한 건데 일이 이렇게 풀려버리니 속상할 만도 하지.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	9	0	담배는 겨우 끊었는데 이제 금연 껌이 문제네. 진짜 나는 왜 계속 뭘 의존해야 해하지?	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	10	1	그래도 건강에 해로운 담배를 끊으려는 노력 자체가 정말 대단하다고 생각해. 그런 노력이 모여야 나쁜 습관이 끊어지는 거잖아. 나는 네가 해낼 수 있을 거라고 믿어.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	11	0	그렇게 말해줘서 고마워. 나는 금연 껌 하나도 제대로 제어하지 못하는 내가 너무 바보 같다고 생각했어.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	12	1	그렇지 않아. 나도 10년 넘게 담배를 피우고 끊으려 노력해봐서 그게 얼마나 힘든 일인지 알아. 그래서 그런지 네가 더 대단해 보여.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	13	0	그래? 그럼 금연 껌 없이 내가 담배를 끊을 수 있을까?	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	14	1	물론이지 조금 힘들겠지만 너의 의지라면 충분히 할 수 있다고 생각해 난 널 믿어.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	15	0	그래. 내가 담배도 끊은 사람인데 금연 껌 하나 못 끊겠어? 난 할 수 있어. 갑자기 기운이 나네, 얘기 들어줘서 고마워.	N	2022-07-18 17:16:14	2022-11-08 13:27:46
BE22009838	16	1	내 친구 할 수 있다! 아자아자 파이팅! 내가 도와줄 수 있는 부분이 있다면 얼마든지 연락해.	Y	2022-07-18 17:16:14	2022-11-08 13:27:46
