id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22029662	1	0	엄마 요새 흰머리가 갑자기 늘었어요. 그런데 여자친구가 자꾸 나이가 들어 보인다고 해요. 그 말에 상처받았어요.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	2	1	네가 기분이 상했겠구나. 엄마한테 있었던 일을 얘기해보렴.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	3	0	하얀 머리가 나는 건 세월의 흐름이잖아요. 제가 어찌할 수 있는 부분도 아닌데 자꾸 나이가 들어 보인다고 하니 상처받아요. 거울을 볼 때마다 너무 속상해요.	N	2022-10-15 23:27:58	2022-10-15 23:27:58
BE22029662	4	1	그런 얘기를 들으면 신경 쓰이고 내 모습이 위축되지. 누구나 나이 들면 자연스럽게 흰머리가 생기는 건데 지적당하면 상처받지. 엄마는 네 마음을 이해하니까 너무 서글퍼하지 말렴.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	5	0	여자친구가 저보다 나이가 많이 어리니까 여자친구의 말이 더 신경 쓰여요. 여자친구와 같이 다닐 때 다른 사람들이 저를 어떻게 볼까 생각하게 되고요. 무엇보다 여자친구가 지적할 때마다 저는 상처받은 표정을 숨길 수 없어요.	N	2022-10-15 23:27:58	2022-10-15 23:27:58
BE22029662	6	1	네 나름대로도 겉모습 때문에 신경이 쓰일 텐데 지적까지 받으니 더욱 마음이 아프지. 하지만 엄마가 보기에는 네 나이쯤이면 누구나 흰머리가 나는 자연스러운 일로 보이니까 깊게 생각하지 마. 여자친구가 너무 어려서 그런 거야.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	7	0	하지만 저도 여자친구 옆에서 잘 보이고 싶어요. 나름 염색도 하는데 새치가 자꾸 나니까 늙는 거 같아서 괴로워요. 자신감도 생기지 않고 여자친구가 저를 보는 눈빛에도 상처받을 때가 많아요.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	8	1	그럴수록 네가 더 당당하고 떳떳한 마음으로 서 있어야지. 그래야 네 마음도 괜찮아지고 네 존재 차체로서 빛이 나는 거야. 항상 마음속으로 나는 멋지다는 생각을 되뇌고 자신을 존중하렴.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	9	0	상처받은 마음이 컸는데 엄마와 얘기하고 보니 제가 자신을 그렇게 만든 거 같네요. 제가 떳떳하면 아무렇지도 않을 문제네요. 그리고 세월을 인정해야겠어요.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	10	1	엄마도 나이가 들어 늙었다고 느낄 때는 생각이 많았던 거 같아. 하지만 자연스러운 과정이라고 인정했을 때는 한결 마음이 편해졌단다.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	11	0	자꾸 어려지고 싶은 욕심 때문에 그랬나 봐요. 하지만 저도 인간인 이상 시간의 흐름을 거스를 수 없죠.	N	2022-10-15 23:27:58	2022-10-15 23:27:58
BE22029662	12	1	누구나 젊음이 있으면 늙음이 있지. 누구에게나 공평하니 상처받을 필요도 없어. 그리고 늙었을 때의 선물도 찾아오니 너무 그렇게 생각하지 않아도 된단다.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	13	0	역시 엄마의 조언이 최고예요. 늘 존경해요. 엄마 말대로 나이 드는 거에 상처받지 않을게요.	N	2022-10-15 23:27:58	2022-11-08 15:31:37
BE22029662	14	1	멋있게 나이 드는 법을 깨달았으면 좋겠구나. 그냥 나이 드는 사람과 멋있게 나이 드는 사람은 다르니까. 엄마는 널 응원하고 있단다.	Y	2022-10-15 23:27:58	2022-11-08 15:31:37
