id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22029633	1	0	엄마, 저 남자친구와 헤어졌어요. 내심 결혼할 거라 기대하고 계셨던 거 알아요. 그래서 너무 죄송해요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	2	1	우리야 네 뜻이 그렇다는데 당연히 존중해야지. 그보다 네 마음이 많이 다쳐 보여서 걱정이 되는구나.	N	2022-10-15 22:55:53	2022-11-08 15:31:26
BE22029633	3	0	사실 그 사람은 결혼을 하고 싶지 않아 했어요. 10년이나 만났는데 결혼 생각이 없다니 이기적이죠. 저도 더는 상처받은 마음을 회복할 수 없을 것 같아 이별을 고한 거예요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	4	1	그런 사정이 있는 줄은 몰랐는데 나도 마음이 아프다. 그간 네가 혼자 고민이 많았겠구나. 엄마가 진작 눈치채고 힘이 되어주지 못해 미안해.	N	2022-10-15 22:55:53	2022-11-08 15:31:26
BE22029633	5	0	철저히 버려진 느낌에 다친 마음을 달래기가 어렵네요. 결혼을 재촉할 때부터 이미 끝난 사이라는 걸 알았나 봐요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	6	1	그동안 많이 외로운 사투를 했겠다 싶어. 인생을 길게 보면 오늘 일도, 그간의 사랑도 네 삶을 이루는 한 단락에 불과할 거야. 비록 그 사람과는 헤어졌지만 네 인생은 여전히 찬란하게 이어지니까 낙담하지 말았음 좋겠어.	N	2022-10-15 22:55:53	2022-11-08 15:31:26
BE22029633	7	0	하지만 10년의 결과가 이렇다고 생각하니까 허탈해서 진이 다 빠졌어요. 이제 누구도 쉽게 좋아하지 못할 것 같아요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	8	1	엄마도 네가 지금은 스스로의 마음 회복에만 집중하는 게 좋을 것 같아. 못했던 것들, 해보고 싶었던 것들 미련 없이 겪어 보면서 너를 위한 시간을 보내길 바라. 그렇게 지내고 보면 어느덧 상처도 조금은 무뎌져 있을 거라 생각해.	N	2022-10-15 22:55:53	2022-11-08 15:31:26
BE22029633	9	0	머리로는 그게 정답이라는 걸 알지만 저도 사람인지라 의연하게 있을 수가 없네요. 이 연애는 내내 상처로 남아 있을 거예요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	10	1	그래도 연애하는 내내 네 마음은 오롯이 진심이었잖니. 부정적으로 생각하기 보다는 즐거웠던 시간들, 행복했던 감정들만 간직하는 게 서로를 위한 길일 거야. 엄마는 네가 겁내지 말고 조금 더 열린 마음으로 살기를 바라.	N	2022-10-15 22:55:53	2022-11-08 15:31:26
BE22029633	11	0	맞아요, 저는 최선을 다했다고 생각해요. 그렇게 믿으면 언젠가는 이 시간도 미련 없이 떨쳐질 것 같아 위안이 되네요.	N	2022-10-15 22:55:53	2022-11-08 15:31:27
BE22029633	12	1	원래 최선을 다한 사람은 후회가 남지 않는 법이잖아. 잘 선택한 거야. 엄마는 너를 괴롭게 만드는 일보다는 좋은 일들에 더 마음을 쓰길 바랄게.	N	2022-10-15 22:55:53	2022-11-08 15:31:27
BE22029633	13	0	문득 여기서 더 마음을 쏟는 게 더한 낭비일 거란 생각이 드네요. 엄마 말처럼 좋은 일들이 많이 남아 있는데 그것만 생각하고 마음을 다스려야겠어요.	N	2022-10-15 22:55:53	2022-10-15 22:55:53
BE22029633	14	1	좋은 생각이라고 봐. 상처가 바로 아물기는 어렵겠지만 시간이 지나면서 반드시 회복될 수 있을 거라 믿고 힘내렴.	N	2022-10-15 22:55:53	2022-11-08 15:31:27
BE22029633	15	0	세상이 끝난 듯 절망스러웠는데 엄마랑 얘기하고 마음이 정돈이 됐어요. 이렇게 온 마음으로 위로해 주신 덕분이에요, 고마워요 엄마.	Y	2022-10-15 22:55:53	2022-11-08 15:31:27
