id	utterance_id	utterance_type	utterance_text	terminate	regDate	updDate
BE22031549	1	0	공감화자님 잘 지내요? 저 오늘 너무 상처받는 일이 있었어요.	N	2022-10-18 12:06:21	2022-10-18 12:06:21
BE22031549	2	1	감정화자님도 잘 있죠? 늘 침착한 감정화자님이 상처받았다니 벌써부터 걱정이 돼요. 그래도 천천히 얘기해주세요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	3	0	제가 오늘 가족들과 함께 양평에 있는 맛집에 왔거든요, 그런데 대기줄 만 한 시간인 거예요. 저는 가족들에게 맛있는 식사를 사주고 싶어서 데리고 온 건데, 나머지 가족들이 괜히 왔다고 엄청 불평해요. 가족들의 태도 때문에 정말 상처를 받았어요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	4	1	좋은 의도로 왔는데 그렇게 싫은 소리만 듣게 된다면 누구라도 속상할 것 같아요. 저도 가족들 데리고 맛집에 갔는데 마침 문이 닫아서 온 가족들이 뭐라고 했었던 기억이 나요. 그땐 얼마나 상처받았는지 몰라요, 그래서 감정화자님 마음이 너무 잘 이해가 돼요.	N	2022-10-18 12:06:21	2022-10-18 12:06:21
BE22031549	5	0	저도 뭐라고 말을 하고 싶었는데, 그러면 다툼밖에 더 될까 싶어서 참았어요. 그런데 생각해볼수록 정말 상처인 거 있죠. 제 마음을 전혀 이해 못하고 안 좋은 소리만 하는 가족들 때문에 참 속상해요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	6	1	보통 사람이라면 거기서 가만히 참지 못했을 거예요. 늘 침착하고 배려하는 감정화자님이라서 거기서 참을 수 있었을 것 같아요. 감정화자님의 그런 점은 늘 대단하다고 생각을 해왔어요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	7	0	이런 일이 있으니까 감정이 표정에 다 드러나나 봐요. 만나는 사람들마다 표정이 안 좋아 보인다고 말을 하더라고요. 가족들의 태도 때문에 기분도 너무 안 좋고, 너무 상처에요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	8	1	가끔 정말 상처받는 일이 있어서 어떻게 해야할 지 모르겠는 적이 있었어요. 그런데 시간이 조금만 지나고 돌아보니까 별 것 아니었다고 느껴지는 거 있죠. 너무 걱정 말아요, 시간이 조금만 흘러도 괜찮아질 거예요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	9	0	다른 생각을 해 보려고 도 했어요. 그런데 자꾸만 아까 일이 생각나서 마음에 상처로 다가오는 거 있죠. 이럴 땐 어떻게 해야 할지를 모르겠더라고요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	10	1	쉽진 않겠지만, 감정화자님 스스로 잘 감당할 수 있다고 생각해보면 어때요? 가족들의 반응은 분명 상처를 주는 반응이었지만, 감정화자님 마음은 잘 감당해낼 수 있다고 생각해보는 거예요. 그러면 상처받은 마음이 괜찮아질 거예요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	11	0	그렇게는 생각을 못해봤어요. 당장 상처받은 마음에만 너무 집중을 했던 것 같아요. 공감화자님이랑 대화를 나누다 보니 마음이 한결 나아져요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	12	1	감정화자님 기분이 좋아졌다니 정말 다행이에요. 저도 안도의 미소가 절로 나와요. 감정화자님은 잘 감당할 수 있을 거예요, 괜찮을 거예요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	13	0	진작 공감화자님께 고민을 얘기할 걸 그랬어요. 이 고민 때문에 많이 힘들었거든요. 이제야 마음이 좀 편해요.	N	2022-10-18 12:06:21	2022-10-18 12:06:21
BE22031549	14	1	제가 도움이 됐다니 기뻐요. 제 소중한 직장 동료인 감정화자님의 얘기라면 언제라도 괜찮아요. 힘든 일이 있으면 언제라도 연락을 주세요.	N	2022-10-18 12:06:21	2022-11-08 15:43:11
BE22031549	15	0	너무 고마워요. 공감화자님. 다음에는 저희 직접 만나서 얘기를 나눠요.	Y	2022-10-18 12:06:21	2022-11-08 15:43:11
